Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,Brand,Category,Intent,Has_Local_Modifier
container moving service,1,1,590,15,3.19,https://www.royalwolf.com.au/relocations,146,0.91,465,0.65,157000000,"36,36,55,62,45,10,100,30,20,16,16,24",2025-12-18,"Local pack, Sitelinks, Video, Ads bottom, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
sea container,2,2,590,38,2.6,https://www.royalwolf.com.au/shipping-containers,48,0.3,124,0.52,273000000,"36,36,36,30,76,36,36,76,24,67,67,67",2025-12-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, See results about, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
40ft container for sale,2,2,590,11,1.84,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,48,0.3,88,0.81,2500000,"39,32,48,39,59,48,48,88,100,72,72,72",2025-11-26,"Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
10ft shipping container,2,2,590,5,1.83,https://www.royalwolf.com.au/product/10ft-shipping-container,48,0.3,87,0.85,10,"36,30,24,24,24,20,24,24,30,30,81,100",2025-11-20,"Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container price,2,2,590,5,1.21,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,38,0.23,45,0.45,133000000,"36,44,54,81,54,54,54,100,67,44,81,81",2025-12-17,"Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
cargo shipping containers for sale,2,2,590,45,1.74,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,12,0.07,20,0.96,16300000,"20,24,30,20,20,30,30,45,100,30,20,24",2025-10-12,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Ads middle",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
shipping container cost,2,2,590,9,1.15,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,38,0.23,43,0.39,126000000,"44,67,67,29,67,54,81,81,67,81,81,67",2025-12-19,"Video, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
ship container rent,3,3,590,38,3.39,https://www.royalwolf.com.au/shipping-containers,14,0.08,47,0.6,24900000,"36,24,24,30,76,13,67,100,76,55,6,24",2025-12-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
rent of ship container,4,4,590,22,3.59,https://www.royalwolf.com.au/shipping-containers,14,0.08,50,0.5,14100000,"45,36,24,24,30,76,13,67,100,76,55,6",2025-10-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
10ft,4,4,590,21,0.0,https://www.royalwolf.com.au/product/10ft-shipping-container,14,0.08,0,0.0,69200000,"59,59,72,59,59,48,72,48,88,48,59,59",2025-12-01,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
40ft container,5,5,590,11,1.83,https://www.royalwolf.com.au/product/40ft-shipping-containers,5,0.03,9,0.77,6720000,"59,59,48,48,59,59,59,59,72,59,100,88",2025-12-03,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
20 feet,6,6,590,26,0.0,https://www.royalwolf.com.au/product/20ft-shipping-containers,11,0.06,0,0.0,3860000000,"100,81,66,66,81,66,81,81,81,100,100,100",2025-12-08,"Instant answer, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
self storage rockhampton,6,6,590,22,3.6,https://www.royalwolf.com.au/product/self-storage-rockhampton,12,0.07,43,0.32,534000,"39,48,32,32,39,39,26,59,88,59,100,100",2025-12-08,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
40ft container specifications,7,7,590,7,0.54,https://www.royalwolf.com.au/storage-containers,14,0.08,7,0.15,2980000,"59,21,48,39,72,17,32,100,100,100,32,88",2025-12-17,"Image pack, Ads bottom, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container length,7,7,590,20,0.38,https://www.royalwolf.com.au/storage-containers,2,0.01,0,0.17,40600000,"31,68,25,46,20,20,20,25,16,8,37,16",2025-12-07,"Image pack, Video Carousel, Related searches, Short videos, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
hoardings,8,8,590,26,0.8,https://www.royalwolf.com.au/product/hoardings,2,0.01,1,0.0,23100000,"48,59,59,59,72,59,48,39,59,72,59,59",2025-12-20,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
20 ft container dimensions,8,8,590,25,0.54,https://www.royalwolf.com.au/product/20ft-shipping-containers,0,0.0,0,0.14,22500000,"36,20,30,16,67,30,100,100,45,76,45,30",2025-10-12,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
self storage darwin,9,9,590,24,2.31,https://www.royalwolf.com.au/product/self-storage-darwin,5,0.03,11,0.65,10500000,"81,81,81,81,67,54,44,67,54,36,54,54",2025-12-07,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
storage units newcastle,10,10,590,19,2.76,https://www.royalwolf.com.au/product/self-storage-newcastle,4,0.02,11,0.9,11400000,"67,81,81,67,100,44,67,67,44,67,67,36",2025-12-10,"Local pack, Sitelinks, Image, Ads bottom, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
storage darwin,11,11,590,17,2.31,https://www.royalwolf.com.au/product/self-storage-darwin,2,0.01,4,0.65,33200000,"59,100,72,59,72,39,72,48,48,39,59,59",2025-12-19,"Local pack, Sitelinks, Image, Ads bottom, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
cargo shipping containers for sale,12,12,590,45,1.74,https://www.royalwolf.com.au/,0,0.0,0,0.96,16300000,"20,24,30,20,20,30,30,45,100,30,20,24",2025-10-12,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Ads middle",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
sea container,14,14,590,38,2.6,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.52,273000000,"36,36,36,30,76,36,36,76,24,67,67,67",2025-12-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, See results about, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
ship container rent,15,15,590,38,3.39,https://www.royalwolf.com.au/,0,0.0,0,0.6,24900000,"36,24,24,30,76,13,67,100,76,55,6,24",2025-12-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
storage cairns,15,15,590,29,2.0,https://www.royalwolf.com.au/product/self-storage-cairns,1,0.0,2,0.6,21100000,"45,76,36,45,45,36,55,55,36,30,55,45",2025-10-13,"Local pack, Sitelinks, Video, Image, Ads bottom, Related searches, Ads middle",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container for house,16,16,590,19,0.36,https://www.royalwolf.com.au/product/container-housing,1,0.0,0,0.87,276000000,"7,7,11,88,59,14,72,59,100,72,88,88",2025-12-17,"Image pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches","informational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
self storage geelong,18,18,590,28,2.09,https://www.royalwolf.com.au/product/self-storage-geelong,0,0.0,0,0.74,2290000,"55,45,30,45,67,55,55,30,24,30,30,36",2025-12-03,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
rent of ship container,18,18,590,22,3.59,https://www.royalwolf.com.au/,0,0.0,0,0.5,14100000,"45,36,24,24,30,76,13,67,100,76,55,6",2025-10-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
40ft container,19,19,590,11,1.83,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.77,6720000,"59,59,48,48,59,59,59,59,72,59,100,88",2025-12-03,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
container for sale,1,1,480,21,1.98,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,63,0.39,124,0.97,10,"67,67,36,36,54,54,44,44,44,81,81,100",2025-11-19,"Local pack, Sitelinks, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
20 ft,1,1,480,6,0.0,https://www.royalwolf.com.au/product/20ft-shipping-containers,63,0.39,0,0.0,10,"66,66,54,66,66,44,81,66,66,81,66,100",2025-11-18,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
containerised storage,2,2,480,29,3.18,https://www.royalwolf.com.au/product/self-storage,39,0.24,124,0.86,448000000,"48,59,39,39,39,100,17,32,26,100,59,32",2025-10-06,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
buying a shipping container,2,2,480,28,2.09,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,10,0.06,20,0.94,136000000,"29,44,36,7,19,54,81,100,100,54,29,54",2025-10-07,"Local pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
purchase shipping container,2,2,480,19,2.09,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,21,0.13,43,0.94,92000000,"54,54,44,54,100,54,54,54,54,54,36,36",2025-12-07,"Local pack, Video, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
size of shipping container,3,3,480,18,0.38,https://www.royalwolf.com.au/storage-containers,11,0.06,4,0.17,124000000,"100,20,20,24,24,24,16,20,4,16,45,30",2025-10-09,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
40 feet container for sale,3,3,480,15,1.84,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,6,0.03,11,0.81,10,"24,24,24,24,55,20,24,10,100,55,10,30",2025-11-18,"Local pack, Image pack, Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
shipping container office,3,3,480,6,1.36,https://www.royalwolf.com.au/product/site-offices,31,0.19,42,1.0,126000000,"44,44,36,29,44,54,67,44,44,44,100,100",2025-11-22,"Video, Ads bottom, People also ask, Popular products, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container modifications,3,3,480,6,1.97,https://www.royalwolf.com.au/custom-modifications,11,0.06,21,0.53,8760000,"24,24,24,24,30,24,30,24,24,24,100,100",2025-11-26,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
40 foot container,3,3,480,11,1.8,https://www.royalwolf.com.au/product/40ft-shipping-containers,1,0.0,1,0.57,128000000,"81,81,44,66,44,44,44,44,44,54,81,81",2025-09-29,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, Explore brands",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container rental,3,3,480,40,3.39,https://www.royalwolf.com.au/shipping-containers,10,0.06,33,0.6,21000000,"66,44,36,66,100,81,100,66,66,100,66,54",2025-12-03,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
shipping containers sizes,4,4,480,18,0.7,https://www.royalwolf.com.au/storage-containers,16,0.1,11,0.33,115000000,"36,36,54,23,23,67,54,81,81,54,67,100",2025-12-14,"Image pack, Video, Image, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
20 ft containers for rent,4,4,480,33,3.39,https://www.royalwolf.com.au/shipping-containers,11,0.06,37,0.6,4200000,"0,0,0,30,76,13,67,100,76,55,6,24",2025-12-18,"Local pack, Sitelinks, Video, Ads bottom, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
20 ft container for sale,4,4,480,10,1.88,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,11,0.06,20,0.84,50000000,"81,66,100,54,100,100,81,81,18,23,81,100",2025-11-22,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
portable change rooms,4,4,480,6,0.48,https://www.royalwolf.com.au/product/change-rooms,21,0.13,10,1.0,70200000,"100,100,100,23,44,66,100,81,54,36,36,54",2025-12-12,"Knowledge panel, Sitelinks, Video, Popular products, Related searches, Discussions and forums","informational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
insulated shipping container,4,4,480,5,1.15,https://www.royalwolf.com.au/product/non-operating-refrigerated-container,31,0.19,35,0.57,10800000,"36,36,36,36,36,44,44,100,81,44,54,54",2025-12-17,"Sitelinks, Video, Image, Ads bottom, Popular products, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
container size,4,4,480,18,0.71,https://www.royalwolf.com.au/storage-containers,11,0.06,7,0.19,10,"54,44,54,36,36,44,67,67,36,54,67,54",2025-11-22,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
20 foot,5,5,480,28,2.25,https://www.royalwolf.com.au/product/20ft-shipping-containers,3,0.01,6,0.0,5800000000,"100,66,66,66,54,54,54,66,44,54,54,81",2025-09-28,"Instant answer, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
hoarding construction,5,5,480,6,3.24,https://www.royalwolf.com.au/product/hoardings,10,0.06,32,0.18,8750000,"72,59,26,39,48,48,32,48,48,48,48,72",2025-12-20,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
Client J inc,6,6,480,75,3.3,https://www.royalwolf.com.au/client-j-Brands,2,0.01,6,0.09,117000000,"45,24,30,24,36,20,24,30,20,30,16,100",2025-11-29,"Knowledge panel, Sitelinks, Video, Ads bottom, People also ask, Related searches",navigational,Organic,Royal Wolf,Uncategorized,Transactional,False
portable kitchen,6,6,480,4,1.16,https://www.royalwolf.com.au/product/container-kitchens,11,0.06,12,1.0,251000000,"44,54,44,54,100,44,54,44,44,54,54,54",2025-11-19,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
20 ft shipping container dimensions,6,6,480,17,0.53,https://www.royalwolf.com.au/product/20ft-shipping-containers,2,0.01,1,0.17,10,"29,81,36,66,81,44,81,100,66,44,44,100",2025-11-17,"Image pack, Video Carousel, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
container refrigeration,7,7,480,33,1.45,https://www.royalwolf.com.au/refrigerated-containers,2,0.01,2,1.0,42200000,"59,48,32,48,100,32,32,32,32,39,48,26",2025-12-18,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches","navigational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
40 ft shipping container,7,7,480,4,1.71,https://www.royalwolf.com.au/product/40ft-shipping-containers,6,0.03,10,0.82,21600000,"55,45,45,45,67,10,13,10,13,45,67,20",2025-12-15,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
